additional_info,address,area,city,country,crawl_date,guest_recommendation,hotel_brand,hotel_category,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,point_of_interest,property_id,property_name,property_type,province,qts,query_time_stamp,review_count_by_category,room_area,room_count,room_facilities,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,state,uniq_id
Room Service|Free Internet,"Ashirwad Enclave, Lakhimi Path, Jonali, R.G.Baruah Road,",Rg Baruah Road,Guwahati,India,2016-07-24,90,null,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We will require ID proof of all guest including spouses and fiances. Checkout is 12 noon which can be flexible depending on guest booking for that particular day.,Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Parking Facilities Available|Welcome Drinks|Power Backup|Gardens|Conference Facility |Kitchen available (home cook food on request)|Car Rental|Board Room|Internet Access Free|Newspapers In Lobby|Children's Park| Cook Services|Parking Facility|Room Service,0,13,26.1661828147,Rg Baruah Road,91.7774135711,http://www.goibibo.com/hotels/detail/Guwahati/hn/3518826103379012321/8397644275697850789/na/hq/,Rg Baruah Road|Nehru Stadium|Guwahati Railway Station|Assam State Museum|Guwahati Planetarium,HTLGBO1000078940,Ashirwad Homestay,Hotel,Guwahati,2016-07-24 01:12:30 +0000,2016-07-24 01:12:30 +0000,positive reviews::19|critical reviews::2|reviews with images::7,"",4,Room Service |Basic Bathroom Amenities|Ceiling Fan|Tea Coffee Kettle / Maker|Mirror,Deluxe Ac Suite with Kitchentte,https://www.goibibo.com/hotels/gateway-grandeur-hotel-in-Guwahati-6561419896307870922|https://www.goibibo.com/hotels/parnil-palace-hotel-in-Guwahati-3068634600077791724|https://www.goibibo.com/hotels/vivanta-by-taj--guwahati-hotel-in-Guwahati-7830366016456325811|https://www.goibibo.com/hotels/d-courtyard-hotel-in-Guwahati-8299274684048799913|https://www.goibibo.com/hotels/the-guwahati-address-by-centre-point-hotel-in-Guwahati-6411599690838562609|https://www.goibibo.com/hotels/green-wood-city-point-hotel-in-Guwahati-6995272623196075024|https://www.goibibo.com/hotels/cygnett-inn-repose-hotel-in-Guwahati-444535724340062730|https://www.goibibo.com/hotels/grand-starline-hotel-in-Guwahati-5269209864055818023|https://www.goibibo.com/hotels/plaza-inn-hotel-in-Guwahati-9061188129470452491|https://www.goibibo.com/hotels/pragati-manor-hotel-in-Guwahati-3170337963655938281,21,4.3,Service Quality::4.5|Amenities::4.1|Food and Drinks::4.2|Value for Money::4.5|Location::3.9|Cleanliness::4.5,goibibo,Assam,0e82d18692933c36f3be2928b60ab191
Room Service|Internet Access|Free Internet,"Near Botanical Garden Metro Station,Sec  -  46",Others,NOIDA,India,2016-07-24,"",null,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Airport Transfer Available / Surcharge|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Extra Person / Child - Share the same room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,0,0,28.5522379,Others,77.3597194,http://www.goibibo.com/hotels/detail/NOIDA/hn/2311763083662248959/1894799850509469749/na/hq/,The Great India Place|Worlds of Wonder|Botanical Garden Metro Station|Noida Golf Course Metro Station|Shipra Mall|Others,HTLGBO1000003719,Apna Ghar- Sector 46,Guest House,NOIDA,2016-07-24 01:12:30 +0000,2016-07-24 01:12:30 +0000,"","",32,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Iron / Ironing board available|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Safe - In - Room,Deluxe Room,https://www.goibibo.com/hotels/sweet-home-hotel-in-NOIDA-2402490913282357923|https://www.goibibo.com/hotels/p.k.-budget-hotel-hotel-in-Noida-8435906838650831317|https://www.goibibo.com/hotels/jnr-hotel-in-Noida-7832958841206258904|https://www.goibibo.com/hotels/peacock-serviced-apartment-hotel-in-Noida-3266294456048534066|https://www.goibibo.com/hotels/jnr-hospitality-hotel-in-Noida-2919353476793245139|https://www.goibibo.com/hotels/tavisha-villa-hotel-in-Noida-952448091406677260,"","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Uttar Pradesh,7d3a45fb5a5481f4f28975cebc8dd3c0
Room Service|Free Internet,"429, Sector-6, Rohini, Near Vidha Jain Public School",Rohini,Delhi,India,2016-07-24,"",null,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Front Desk|Power Backup|Smoking Area |Internet Access Free|Courier Service|Parking Facility|Room Service,0,6,28.7097476,Rohini,77.1103954,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/2584506122328817632/na/hq/,North Delhi|Parsavnath Mall Rohini|Metro Walk|Rohini|Jaipur Golden Hospital|Dr. Baba Saheb Ambedkar Hospital,HTLGBO1000096488,Baba Guest House,Guest House,Delhi,2016-07-24 01:12:30 +0000,2016-07-24 01:12:30 +0000,"","",3,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Internet Connection In Room|Telephone|Newspapers| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|Window Opens|TV|Mirror|Daily Room Cleaning|Dustbins|In-room Storage Space|Sufficient Lighting|Western Toilet Seat,Standard Room,https://www.goibibo.com/hotels/sai-residency-hotel-in-Delhi-3231814047203636657|https://www.goibibo.com/hotels/yes-sir-guest-house-hotel-in-Delhi-962100547008486621|https://www.goibibo.com/hotels/arnav-residency-hotel-in-Delhi-667281782486641821|https://www.goibibo.com/hotels/naveen-hotel-in-Delhi-1261040609573967596|https://www.goibibo.com/hotels/crowne-plaza-new-delhi-rohini-hotel-in-Delhi-3945737845163126467|https://www.goibibo.com/hotels/amigo-nestaway-hotel-in-Delhi-4347186885385290168|https://www.goibibo.com/hotels/s-r-residency-hotel-in-Delhi-744470371188106401,"","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Delhi,45a4f01f95a7cf07713692c32efa9f3f
"","Village Gurdorh, Naggar Road, Manali,Distt. Kullu Himachal Pradesh",Naggar Road,Manali,India,2016-07-24,"",null,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Lobby|Parking Facilities Available|Front Desk|24 Hour Front Desk|Gardens,4,7,32.2459026,Naggar Road,77.1880853,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/6092125296876225276/na/hq/,Naggar Road|Manali 1st Super Market|Chandrakhani Pass|Vashist Hot Water Springs and Temples,HTLGBO1000054416,Baragarh Villa,Villa,Manali,2016-07-24 01:12:30 +0000,2016-07-24 01:12:30 +0000,"","",4,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ceiling Fan|Mineral Water|Attached Bathroom,Royal Suite,https://www.goibibo.com/hotels/grass-land-hotel-in-Manali-3255506648870796021|https://www.goibibo.com/hotels/vasuki-bnb-inn-hotel-in-Manali-2778386500375296425|https://www.goibibo.com/hotels/moon-manali-hotel-in-Manali-3091196764927485369|https://www.goibibo.com/hotels/heera-invitation-hotel-in-Manali-7136494020422123837|https://www.goibibo.com/hotels/renuka-hotel-in-Manali-5969872767022108555|https://www.goibibo.com/hotels/hillanss-hotel-in-Manali-8566595182038505939|https://www.goibibo.com/hotels/vikrant-inn--hotel-in-Manali-915246746615413630|https://www.goibibo.com/hotels/naina-resort-and-cottages-hotel-in-Manali-3085105072256429055|https://www.goibibo.com/hotels/hill-top-hotel-in-Manali-7475847388138972618|https://www.goibibo.com/hotels/himanshu-resorts-hotel-in-Manali-8906772198782849766|https://www.goibibo.com/hotels/blue-heaven-manali-hotel-in-Manali-6348871136847363006|https://www.goibibo.com/hotels/solang-hotel-in-Manali-6566572254439891847,"","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Himachal Pradesh,72968b25d39d6fbc47f342fc6ca80cee
"","Titawada, Nerul Bardez Goa",Candolim Area,Goa,India,2016-07-24,92,null,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly AS PER GOVERNMENT DIRECTIVES IT IS MANDATORY FOR ALL GUEST TO SHOW THEIR PHOTO ID AT CHECK IN, WHICH CAN BE IN FORM OF PASSPORT AND VISA COPY/ DRIVING LICENSE/ VOTER ID CARD FAILING WHICH THE HOTEL RESERVES THE RIGHT OF REFUSAL.","",0,8,15.5049283,Candolim Area,73.7919103,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7895665242797159088/na/hq/,Vintage Hospital And Medical Research Centre|Sinquerim Beach|Shanta Durga Temple|Chichekade Bus Stop|Candolim Bus Stop|Candolim Area|Fort Aguada|Miramar Beach|Kala Academy|North Goa|Candolim Beach,HTLGBO1000008549,Annapurna Guest House,Guest House,Goa,2016-07-24 01:12:30 +0000,2016-07-24 01:12:30 +0000,positive reviews::38|critical reviews::0|reviews with images::3,"",2,Air Conditioning |Ceiling Fan|Full Kitchen|Refrigerator|Shower Facility Available| Hot / Cold Running Water|Breakfast Available|Coffee Table|Split A.C's|TV|Mirror|Utensils (on request)|Gas Cylinder - Chargeable|Attached Bathroom,AC 1 BHK,https://www.goibibo.com/hotels/coco-shambhala-hotel-in-Goa-6025073351876784094|https://www.goibibo.com/hotels/coco-beach-village-hotel-in-Goa-5992311322834936543|https://www.goibibo.com/hotels/aabhaar-holidays-hotel-in-Panaji-9106513622615488488|https://www.goibibo.com/hotels/saramoon-resorts-hotel-in-Goa-1096081956176456686|https://www.goibibo.com/hotels/the-four-leaf-clover-hotel-in-Goa-4187872148952978958|https://www.goibibo.com/hotels/casa-melhor-candolim--hotel-in-Goa-3671957965878434133|https://www.goibibo.com/hotels/deltin-suites-hotel-in-Goa-3842891581714705267|https://www.goibibo.com/hotels/sol-de-goa-hotel-in-Goa-7555639027754239569,38,4.6,Service Quality::4.6|Amenities::4.5|Food and Drinks::4.4|Value for Money::4.8|Location::4.4|Cleanliness::4.7,goibibo,Goa,e937f1f395656f529f269d6bc189a52f
Room Service|Internet Access|Free Internet,"Plot No:2,Elcot Avenue,Rajiv Gandhi Road,(OMR),Near Sozhanganallur Signal, before aavin milk factory",Thuraipakkam,Chennai,India,2016-07-24,67,null,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Most hotels do not allow unmarried / unrelated couples to check-in. This is at full discretion of the hotel management. No refund would be applicable in case the hotel denies check-in under such circumstances .,Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured,0,3,12.8944628,Thuraipakkam,80.2273584,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/5838534518404123141/na/hq/,Thuraipakkam,HTLGBO1000016892,ARAVINDAR RESIDENCY,Hotel,Chennai,2016-07-24 01:12:30 +0000,2016-07-24 01:12:30 +0000,positive reviews::22|critical reviews::6|reviews with images::2,10 X 10 Sq.ft.,22,Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Toiletries|TV|Mirror,Deluxe Room,"https://www.goibibo.com/hotels/hibiscus-guest-house-hotel-in-Chennai-3824440894254245445|https://www.goibibo.com/hotels/sholling-residency-hotel-in-Chennai-4800877195963428219|https://www.goibibo.com/hotels/royal-stay-service-apartments(sholinganallur)---hotel-in-Chennai-7574571620646941482|https://www.goibibo.com/hotels/tgi-inn-iberis-hotel-in-Chennai-6471868231929375432|https://www.goibibo.com/hotels/catch22-hospitality-services-,-omr-sholinganallur-hotel-in-Chennai-4581462990314698922|https://www.goibibo.com/hotels/aloft-chennai-omr-it-expressway-hotel-in-Chennai-6396698582902360500",28,3.6,Service Quality::3.5|Amenities::3.7|Food and Drinks::3.4|Value for Money::3.8|Location::4.0|Cleanliness::3.8,goibibo,Tamil Nadu,6c400590e2262416abddeccb148f439f
Room Service|Internet Access,"Chitrasani Village, Off. Abu-Palanpur Highway No. 14, Banaskantha, Gujarat",Banaskantha,Chitrasani,India,2016-07-24,0,null,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly *Valid Identification Documents/ Proof are Mandatory. *In case of any unusual/ improper/ suspicious act, Hotel can cancel Room. *Unmarried and unrelated couples will not be allowed to check in due to security reason. *Customer has to carry a copy of booking voucher at the time of check in. *Check Inn and Check Out is 12:00 Noon. After that half day charges will be applicable. *Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.  *Pets are not allowed.",Banquet Facilities|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Major Credit Cards Accepted|Doorman|Wake-up Call / Service|Car Rental|Guide / Sightseeing Service|Room Service,3,17,24.26778,Banaskantha,72.483507,http://www.goibibo.com/hotels/detail/Chitrasani/hn/8270415669473346029/858028934194279477/na/hq/,Banaskantha,HTLGBO1000059384,Balaram Palace Resort,Palace,Chitrasani,2016-07-24 01:12:30 +0000,2016-07-24 01:12:30 +0000,positive reviews::0|critical reviews::1|reviews with images::0,"",21,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Shower Facility Available| Hot / Cold Running Water|Housekeeping|Toiletries|Safe - In - Room |Wardrobe|HD / LCD Satellite TV |Mirror|Dressing Area|Luggage Rack|Attached Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Extra Toilteries on Demand|Sufficient Lighting|Western Toilet Seat,Royal Tent,"",1,1.0,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::1.0|Cleanliness::1.0,goibibo,Gujarat,06fd2432c131b986e3dabef63869e0fe
Room Service,"Village Savti, Dharampuri, P.O. Daulatpura, Distt. Khandar",Ranthambhore,Sawai Madhopur,India,2016-07-24,"",null,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances.,Doctor on Call|24 Hour Front Desk|Room Service (24 Hours)|Room Service|CCTV,0,6,26.0065687,Ranthambhore,76.6037222,http://www.goibibo.com/hotels/detail/Sawai Madhopur/hn/8314560716455433059/7084914320933501817/na/hq/,Ranthambhore,HTLGBO1000048022,Bhadrawati Safari Lodge,Lodge,Sawai Madhopur,2016-07-24 01:12:30 +0000,2016-07-24 01:12:30 +0000,"","",10,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Newspapers,Luxury Room,"","","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Rajasthan,ea07c562f673b643f273ce04dfa9e893
Room Service|Free Internet,"NT Mall Road, Dalhousie ,176304(HP)",The Mall,Dalhousie,India,2016-07-24,84,null,regular,The standard check-in time is 01:00 PM and the standard check-out time is 11:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Pets are not allowed. Valid Photo ID required for check-in,Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Power Backup|Campfire / Bon Fire|Internet Access Free|Outdoor Parking - Secured|Room Service|First-Aid Kit at Front Desk|Public Restrooms|Speciality Restaurant |Suites,3,7,32.537371,The Mall,75.9824737,http://www.goibibo.com/hotels/detail/Dalhousie/hn/3084536095241319598/6911500444483426513/na/hq/,Dainkund Peak|Rang Mahal|The Mall,HTLGBO1000075636,AS Clarks inn,Hotel,Dalhousie,2016-07-24 01:12:30 +0000,2016-07-24 01:12:30 +0000,positive reviews::50|critical reviews::7|reviews with images::11,"",10,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Telephone,Deluxe,https://www.goibibo.com/hotels/taj-palace-hotel-in-Dalhousie-93684368785637094|https://www.goibibo.com/hotels/mohan-palace-dalhousie-hotel-in-Dalhousie-7589037844666488149|https://www.goibibo.com/hotels/the-peace-channels-resort-pvt-ltd-hotel-in-Dalhousie-3007524930906412649|https://www.goibibo.com/hotels/bird-wood-cottages-hotel-in-Dalhousie-7403956779409111384|https://www.goibibo.com/hotels/comfort-inn-hotel-in-Dalhousie-8965800300122207241|https://www.goibibo.com/hotels/dalhousie-cottage--hotel-in-Dalhousie-256950066524513848|https://www.goibibo.com/hotels/alps-resorts-hotel-in-Dalhousie-510385221474854243|https://www.goibibo.com/hotels/pine-tree-cottages-hotel-in-Dalhousie-7213091951097031057|https://www.goibibo.com/hotels/bird-wood-cottage-hotel-in-Dalhousie-8467939720284842934|https://www.goibibo.com/hotels/megha-view-hotel-in-Dalhousie-668856007675483836|https://www.goibibo.com/hotels/grace-mount-hotel-hotel-in-Dalhousie-6727902601455776661,57,4.2,Service Quality::4.2|Amenities::4.1|Food and Drinks::4.1|Value for Money::4.1|Location::4.2|Cleanliness::4.1,goibibo,Himachal Pradesh,091daef6f4cf8e8fc39bac2cf9342e79
"","Mullassery Building, Near Pallathuruthy Bridge, AC Road, Alleppey, Kerala, 688003",Others,Alleppey,India,2016-07-24,"",null,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Doctor on Call,0,3,9.4980667,Others,76.3388484,http://www.goibibo.com/hotels/detail/Alleppey/hn/31335703284729576/5652179225838307603/na/hq/,Champakulam Church|Alleppey Railway Station|Others|Alleppey Beach,HTLGBO1000064884,"Beautiful Alleppey Tours Two Bedroom, Alleppey",Houseboat,Alleppey,2016-07-24 01:12:30 +0000,2016-07-24 01:12:30 +0000,"","",2,"",Deluxe Room,"https://www.goibibo.com/hotels/ashtamudi-homestay-hotel-in-Alleppey-43591457381948561|https://www.goibibo.com/hotels/tours-to-kerala-,deluxe-houseboat-4-bed-room-hotel-in-Alleppey-2770632547694418870|https://www.goibibo.com/hotels/breeze-backwater-homes-hotel-in-Alleppey-5784067553981558692|https://www.goibibo.com/hotels/tours-to-kerala-,deluxe--houseboat-3-bed-room,alleppey-hotel-in-Alleppey-8683011031761158566|https://www.goibibo.com/hotels/marari-swapna-beach-villas-hotel-in-Alleppey-9183134278045524815|https://www.goibibo.com/hotels/karthiyayini-hotel-hotel-in-Alleppey-5930445054878031657|https://www.goibibo.com/hotels/marari-neena-beach-home-stay-hotel-in-Alleppey-5761570278440188677|https://www.goibibo.com/hotels/royal-rooms-hotel-in-Alleppey-4858109555754505066|https://www.goibibo.com/hotels/aamy's-home-stay-hotel-in-Alleppey-8524300706056458390|https://www.goibibo.com/hotels/tours-to-kerala-houseboat--hotel-in-Alleppey-3699883365950908946|https://www.goibibo.com/hotels/tours-to-kerala-,deluxe-3-bed-room-hotel-in-Alleppey-3032743791539180985|https://www.goibibo.com/hotels/white-saand-beach-resort(guest-house)-hotel-in-Alleppey-3392440814756307362","","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,78d6eb4657722af02cdbcabf1c579fb7
